#T	V1	I(V1)
5.000500050005000663e-06	2.262171588004602552e-01	-2.262171615150209276e-05
1.000100010001000133e-05	4.524335136777901667e-01	-4.524335186545110998e-05
1.500150015001500199e-05	6.786482607117162447e-01	-6.786482679505814394e-05
2.500250025002500332e-05	1.131069715599690273e+00	-1.131069727362757219e-04
4.500450045004500258e-05	2.035857959748405221e+00	-2.035857980559312858e-04
8.500850085008500789e-05	3.845035731553351432e+00	-3.845035770455879228e-04
1.650165016501650185e-04	7.460356491777663024e+00	-7.460356566832797298e-04
2.650165016501650097e-04	1.196912866508439066e+01	-1.196912878522586338e-03
3.650165016501650010e-04	1.646089205162142122e+01	-1.646089221667851061e-03
4.650165016501649922e-04	2.092926360983248202e+01	-2.092926381957062494e-03
5.650165016501649835e-04	2.536789353922933188e+01	-2.536789379335048847e-03
6.650165016501650289e-04	2.977047430380569892e+01	-2.977047460194873988e-03
7.650165016501650744e-04	3.413074959539109443e+01	-3.413074993713235278e-03
8.650165016501651198e-04	3.844252322420703649e+01	-3.844252360906086959e-03
9.650165016501651653e-04	4.269966792399182509e+01	-4.269966835141134238e-03
1.065016501650165211e-03	4.689613405918110089e+01	-4.689613452855890402e-03
1.165016501650165256e-03	5.102595822177109142e+01	-5.102595873244018462e-03
1.265016501650165302e-03	5.508327170564764685e+01	-5.508327225688232354e-03
1.365016501650165347e-03	5.906230884633876599e+01	-5.906230943735570754e-03
1.465016501650165393e-03	6.295741521433931354e+01	-6.295741584429864410e-03
1.565016501650165438e-03	6.676305565036470568e+01	-6.676305631837122119e-03
1.665016501650165483e-03	7.047382213111521310e+01	-7.047382283621964061e-03
1.765016501650165529e-03	7.408444145437290729e+01	-7.408444219557325586e-03
1.865016501650165574e-03	7.758978273251061353e+01	-7.758978350875358858e-03
1.965016501650165403e-03	8.098486468376393077e+01	-8.098486549394644587e-03
2.065016501650165232e-03	8.426486271090527680e+01	-8.426486355387603419e-03
2.165016501650165060e-03	8.742511575726044271e+01	-8.742511663182152976e-03
2.265016501650164889e-03	9.046113293032523472e+01	-9.046113383523384649e-03
2.365016501650164717e-03	9.336859988356944484e+01	-9.336860081753965354e-03
2.465016501650164546e-03	9.614338494735935114e+01	-9.614338590906395046e-03
2.565016501650164375e-03	9.878154500028635709e+01	-9.878154598835869882e-03
2.665016501650164203e-03	1.012793310725582074e+02	-1.012793320855941842e-02
2.765016501650164032e-03	1.036331936734903252e+02	-1.036331947100503810e-02
2.865016501650163860e-03	1.058397878355261810e+02	-1.058397888941372753e-02
2.965016501650163689e-03	1.078959778676193082e+02	-1.078959789467771185e-02
3.065016501650163518e-03	1.097988418112217914e+02	-1.097988429093927666e-02
3.165016501650163346e-03	1.115456755925472976e+02	-1.115456767081708829e-02
3.265016501650163175e-03	1.131339968652078767e+02	-1.131339979966986854e-02
3.365016501650163003e-03	1.145615485377640255e+02	-1.145615496835141779e-02
3.465016501650162832e-03	1.158263019811750922e+02	-1.158263031395564101e-02
3.565016501650162661e-03	1.169264599115921470e+02	-1.169264610809585096e-02
3.665016501650162489e-03	1.178604589443967541e+02	-1.178604601230863989e-02
3.765016501650162318e-03	1.186269718158559527e+02	-1.186269730021939292e-02
3.865016501650162146e-03	1.192249092692367185e+02	-1.192249104615371487e-02
3.965016501650162409e-03	1.196534216026993818e+02	-1.196534227992679562e-02
4.065016501650162671e-03	1.199118998767703914e+02	-1.199119010759067301e-02
